AAAA-MM-DD HH-MM-SS.ssssss	Xac	Yac	Zac	Xgi	Ygi	Zgi	Xma	Yma	Zma	Wq	Iq	Jq	Kq	
2016-08-11 08:48:15.476006	1430	8026	-14532	3	-1	-27	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.492151	1382	8034	-14554	11	2	-25	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.504454	1478	8066	-14500	3	1	-26	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.517005	1432	8050	-14542	6	6	-27	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.533072	1418	8060	-14608	7	-1	-26	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.545477	1448	8018	-14606	6	-1	-28	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.557841	1490	8004	-14596	10	2	-25	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.574121	1430	8030	-14492	3	-2	-26	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.586507	1464	8016	-14574	8	2	-26	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.598904	1446	8056	-14578	11	1	-24	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.615028	1458	7974	-14476	9	7	-24	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.627549	1458	7992	-14528	9	-18	-26	0	0	0	-0.89	-1.92	-0.09	0.93
2016-08-11 08:48:15.631647	FIFO overflow!
2016-08-11 08:48:15.647793	1446	8020	-14532	7	-3	-32	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.660227	1460	7956	-14502	0	-2	-27	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.672705	1418	8030	-14450	19	10	-21	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.688794	1496	8036	-14464	9	5	-17	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.701257	1490	8032	-14578	10	-7	-26	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.717590	1430	8034	-14378	9	18	-28	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.729857	1436	8046	-14494	-3	-7	-25	0	0	0	0.23	0.95	0.18	0.08
2016-08-11 08:48:15.742359	1454	8054	-14568	20	6	-24	0	0	0	0.23	0.95	0.18	0.08
